Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method,Index,Organization,Email,Name,Industries_right,Description_right,Founded Date_right,Total Funding Amount_right,Last Funding Date_right,Last Funding Amount_right,Last Funding Amount Currency_right,NIT,NOMBRE EMPRESA,CIIU,EMPRENDEDOR,DEPARTAMENTO,CIUDAD,CORREO ELECTRONICO,TELÉFONO ,Unnamed: 16,Intersección
BIOSUMINISTROS HOSPITALARIOS,https://www.crunchbase.com/organization/biosuministros-hospitalarios,Health Insurance,"Medellín, Antioquia, Colombia","Venta y alquiler de equipos médicos hospitalarios e instrumental quirúrgico. Sillas de ruedas, camas hospitalarias, concentradores de aire","457,683",Latin America,,Active,2014-05-06,day,,,,,For Profit,https://biosuministros.com/,https://twitter.com/BIOSUMINISTROS,https://www.facebook.com/biosuministros/,,comercial@biosuministros.com.co,Carrera 80 N° 47-46,,,"Venta y alquiler de equipos médicos hospitalarios e instrumental quirúrgico. Sillas de ruedas, camas hospitalarias, concentradores de aire",,,,,,,,,,,,,,Financial Services,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"487,906",12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLY NORTH,https://www.crunchbase.com/organization/fly-north,"Drones, Photography","Medellín, Antioquia, Colombia","Fly North provides several services, such as photography, video , photogrammetry and vegetation analysis.","457,763",Latin America,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://flynorthgroup.com/,https://twitter.com/FlyNorthGroup,https://www.facebook.com/pg/flynorthgroup/,,info@flynorth.com.co,(574)418-9111,,,"Fly North was founded in 2012 as an innovative initiative to provide remote sensing services in the areas of geomatics and agriculture, as well as photography and video services for several industries. Their brand name was chosen because they are always looking forward; the “North” is a cardinal direction and is related to the creation of mapping and because their primary tool to capture information are aerial vehicles, therefore the word “Fly” FLY NORTH.",,,,,,,,,,,,,,"Consumer Electronics, Consumer Goods, Content and Publishing, Hardware, Media and Entertainment",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"487,991",36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINNERY,https://www.crunchbase.com/organization/pinnery,"Enterprise, Software","Bavaria, Cundinamarca, Colombia",Pinnery is an online software for planning and organizing projects in teams.,"457,986",Latin America,Less than $1M,Active,2000-01-01,year,,,,,For Profit,https://www.pinnery.com/en/,https://twitter.com/pinnery_com,https://www.facebook.com/pinnerycom,https://www.linkedin.com/company/pinnery/,info@rowisoft.de,09621-769530 ,,,"Pinnery is an online software for planning and organizing projects in teams. With boards, lists and maps you organize your interesting projects together with your friends or colleagues.  The pinnery company is a spin-off of the Rowisoft GmbH. Since we published a community store for our ERP-software ""Rowisoft blue"" in 2016 we were looking for some new ideas to fill our newly created store with software. We created a small pinnboard software which could be implemented in our ERP-Software very easy. Once we have published it we saw a bigger potential in it. So we began to extend it more and more and build an own product. pinnery was born.",,,,,,,,,,,,,,"Other, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"488,223",24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOPLAZA,https://www.crunchbase.com/organization/bioplaza,"Organic Food, Restaurants","Bogotá, Distrito Especial, Colombia","We are the first BIO concept in Colombia , we offer organic, whole, natural products.","458,245",Latin America,$1M to $10M,Active,,,,,,,For Profit,http://bioplaza.org/bioplaza/,https://twitter.com/BioPlazaOrg,https://www.facebook.com/bioplazaorganic,,mercadeo@bioplaza.org,,,,"BioPlaza is  the first BIO concept in Colombia , they offer organic, whole, natural products, BioPlaza is restaurant, shop and cafe, carefully selecting each ingredient to ensure that the food you're consuming or the product you're buying is organic, natural and be prepared with the highest quality standards.",,,,,,,,,,,,,,Food and Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"488,501",13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELYFAS,https://www.crunchbase.com/organization/delyfas,"Food and Beverage, Food Delivery, Information Technology, Sales","Mosquera, Cundinamarca, Colombia",Delyfas is an online food ordering and delivery platform,"458,263",Latin America,,Active,2018-10-30,day,,,,,For Profit,https://delyfas.com/es-co/,,https://www.facebook.com/DelyfasCo,https://www.linkedin.com/company/delyfasco/,cliente@delyfas.com,571 489 81 02,,,,,,,,,,,,,,,,,"Food and Beverage, Information Technology, Sales and Marketing, Transportation",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"488,519",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOBILE,https://www.crunchbase.com/organization/amobile,"Telecommunications, Wireless","Bogotá, Distrito Especial, Colombia",Amobile specialized in long-range wireless technology for interiors and exteriors.,"458,918",Latin America,,Active,,,,,,,For Profit,http://amobile.com.co/,,https://www.facebook.com/www.amobile.com.co/,,ventas@amobile.com.co,4782136-2586735,,,"Amobile is a company specialized in long-range wireless technology for interiors and exteriors, they offer their products at the best prices in the country, they import and distribute telecommunications equipment throughout Colombia.  They have the necessary equipment for all your projects, with Ubiquiti and mikrotik equipment. giving Internet of last generation, maximum speed, better latency, greater capacity of users per AP, communication of the network for everyone and everywhere. They have innovative technology, ideal quality-price and the support of a global community of users to eliminate obstacles to connectivity.",,,,,,,,,,,,,,"Hardware, Mobile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"489,199",7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOCMANAGER,https://www.crunchbase.com/organization/docmanager,"Document Management, Risk Management, Software","Bogotá, Distrito Especial, Colombia","DocManager specializes in developing process management software, supplier management software, and risk management software, etc.","458,990",Latin America,,Active,2015-01-01,day,,,,,For Profit,http://docmanager.com.co,https://twitter.com/DocManagerCo,https://www.facebook.com/docmanager/,https://www.linkedin.com/company/docmanager-solutions-software-,info@docm.co,(571) 8 05 54 58,,,,,,,,,,,,,,,,,"Information Technology, Professional Services, Software",2.0,"Sohan Khemka, Suyash Khemka",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"489,273",21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSI,https://www.crunchbase.com/organization/tsi-c5dd,"Banking, Consulting, Finance, IT Management, Software","Cali, Valle del Cauca, Colombia","TSI is a Colombian software development company in the financial sector, as well as IT support and consulting.","459,046",Latin America,,Active,1997-01-01,year,,,,,For Profit,https://www.tsitecnologia.com.co/,https://twitter.com/TsiSas,https://www.facebook.com/Tsisas-100440408462361,https://www.linkedin.com/company/tsi-sas-tecnolog%C3%ADa-en-sistemas-de-informaci%C3%B3n/,comercial@tsitecnologia.com.co,+57-316-565-9964,,,,,,,,,,,,,,,,,"Financial Services, Information Technology, Lending and Investments, Professional Services, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"489,334",30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CORFICOLOMBIANA,https://www.crunchbase.com/organization/corficolombiana,"Finance, Financial Services","Bogotá, Distrito Especial, Colombia",Corficolombiana provides investment opportunities and financial solution's based on customers needs.,"459,106",Latin America,,Active,1959-01-01,year,,,,,For Profit,https://www.corficolombiana.com/,https://twitter.com/corficolombiana,,https://www.linkedin.com/company/corficolombiana/,,018000 522 238,,,"Corficolombiana is creative and efficient in the management of investments and in the procurement of investment opportunities and financial solutions, based on the needs of the customers and on their experience and know-how, creating value to their stock holders and their community.",,,,,,,,,,,,,,Financial Services,,,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"489,401",19.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBILE DREAMS LTD.,https://www.crunchbase.com/organization/mobile-dreams-ltd,"Apps, Mobile","Madrid, Distrito Especial, Colombia",Apps & More,"459,909",Latin America,$1M to $10M,Active,2011-01-01,year,,,,,For Profit,http://www.mobiledreams.biz,http://twitter.com/lironfine,http://www.facebook.com/hadasmelnik,,info@mobiledreams.biz,,,,"We dream big, because the dream is here, right at hand. The technology allows us to dream. Applications, ideas, networks, Mobile - These are all new ways to fulfill dreams, to express ourselves, to be individual and creative. This is what led us to create a company focused on fulfilling dreams. Not just our dreams. Yours, as well.",,,,,,,,,,,,,,"Apps, Mobile, Software",2.0,"Hadas Melnik Saad, Liron Fine",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"490,253",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTECUELGUES.COM,https://www.crunchbase.com/organization/notecuelgues-com,"Financial Services, FinTech, Information Technology","Bogotá, Distrito Especial, Colombia",NoTeCuelgues.com - Sell ​​your debt and relieve your pocket.,"459,932",Latin America,Less than $1M,Active,2013-07-01,month,,,,,For Profit,https://www.notecuelgues.com,https://twitter.com/Notecuelguescom,https://www.facebook.com/pg/NoTeCuelguesColombia,,info@notecuelgues.com,+57 318 2530461,,,"NoTeCuelgues.com is a technological platform created to help any debtor improve their current credit conditions, alleviating their financial burden and increasing their quality of life. ",,,,,,,,,,,,,,"Financial Services, Information Technology",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"490,276",20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDEXCOL,https://www.crunchbase.com/organization/indexcol,"Advertising, Consulting, Information Technology","Bogotá, Distrito Especial, Colombia",Indexcol is a Colombian digital agency that offers services in marketing strategies and digital technology.,"460,068",Latin America,$10M to $50M,Active,1995-01-01,year,,,,,For Profit,http://www.indexcol.com,https://www.twitter.com/indexcol,https://www.facebook.com/indexcol,,,+57 1 6362828,,,,,,,,,,,,,,,,,"Advertising, Information Technology, Professional Services, Sales and Marketing",,,51-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"490,416",45.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACUACARE,https://www.crunchbase.com/organization/acuacare,"Construction, Waste Management, Water","Bogotá, Distrito Especial, Colombia",Custom biological filters for different types of flow and pollutant loads.,"460,173",Latin America,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.acuacare.com/,https://twitter.com/acuacare,https://www.facebook.com/AcuaCare/timeline?ref=page_internal,,info@acuacare.com,(571)620-5455,,,Biological filters for water treatment housing and industry. Transforming contamination in organic fertilizers. A fully sustainable solution.,,,,,,,,,,,,,,"Natural Resources, Real Estate, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"490,526",7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYMAXION S.A.S.,https://www.crunchbase.com/organization/dymaxion-s-a-s,"Civil Engineering, Drones","Bogotá, Distrito Especial, Colombia","Dymaxion S.A.S. is a Generation of digital elevation, terrain and surface models, using unmanned aerial vehicles.","460,252",Latin America,$1M to $10M,Active,2011-10-19,day,,,,,For Profit,http://dymaxion.co/,,https://www.facebook.com/pg/DymaxionSAS/,https://www.linkedin.com/company-beta/2624648/,info@dymaxion.co,(300)203-3074,,,"Generation of digital elevation, terrain and surface models, using unmanned aerial vehicles, LiDAR topography for road projects, electric transmission lines, mining, environmental studies, urban planning, work progress, volume calculations and earth moving, Hydrocarbons.",,,,,,,,,,,,,,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"490,605",9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUMIL,https://www.crunchbase.com/organization/indumil,"Manufacturing, Military","Bogotá, Distrito Especial, Colombia",INDUMIL is a Colombian based military weapons manufacturing company.,"460,269",Latin America,,Active,1954-06-01,month,,,,,For Profit,https://www.indumil.gov.co/,https://twitter.com/indumilcolombia,https://www.facebook.com/www.indumil.gov.co/,https://www.linkedin.com/company/indumil/,indumil@indumil.gov.co,018000912986,,,,,,,,,,,,,,,,,"Government and Military, Information Technology, Manufacturing",,,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"490,626",35.0,,,,6.0,2.0,Weapons,Firearms; explosives,,,,,,,,,,,,,,,,,,,,,,,,,
IMAGINAMOS,https://www.crunchbase.com/organization/imaginamos,"Consulting, Information Technology, Software","Bogotá, Distrito Especial, Colombia","Imaginamos provide program development services such as consulting, counseling, app development, managing digital sales, and inventory.","460,643",Latin America,,Active,2007-01-01,year,,,,,For Profit,https://imaginamos.com,,https://www.facebook.com/ImaginamosCo/,https://www.linkedin.com/company/imaginamos/,,,,,,,,,,,,,,,,,,,"Information Technology, Professional Services, Software",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,020",9.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COGNOX,https://www.crunchbase.com/organization/cognox,"Information Services, Information Technology, Software","Medellín, Antioquia, Colombia",Cognox is an information technology company specialized in software development services.,"460,734",Latin America,,Active,2004-01-01,day,,,,,For Profit,http://www.cognox.com/,https://twitter.com/cognox,https://www.facebook.com/Cognox/,https://www.linkedin.com/company/cognox/,info@cognox.com,57-300-221-31-75,,,,,,,,,,,,,,,,,"Information Technology, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,116",20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOALKILO,https://www.crunchbase.com/organization/loalkilo,"E-Commerce, Internet","Madrid, Distrito Especial, Colombia",Portal de Alquilar mÃ¡s grande de espaÃ±a,"461,033",Latin America,$1M to $10M,Active,2010-03-01,day,,,,,For Profit,http://www.loalkilo.com,http://twitter.com/loalkilo,,https://www.linkedin.com/company/loalkilo/,loalkilo@gmail.com,,,,"""LoAlkilo"", es una revolucionaria plataforma de alquiler de PERSONA a PERSONA que fomenta el consumo responsable, la conciencia ecolÃ³gica y el desarrollo sostenible, donde puedes ahorrar y ganar dinero a la vez. La economÃ­a actual esta abriendo los ojos de todos, demostrando que nuestro sistema econÃ³mico esta llegando a su limite. Tenemos que buscar nuevas maneras de ser consumidores pro-activos y responsables. Siempre ha sido posible alquilar un coche o un piso en la web. Pero y una cÃ¡mara vÃ­deo ? o una tienda de campaÃ±a ? O un vestido para asistir a la boda de una amiga? ... EN BREVE PODRÃS CREAR TU PERFIL Y SUBIR TUS OBJECTOS GRATUITAMENTE Y ALQUILARLOS A TU VECINO GRACIAS A NUESTRA INNOVADORA PLATAFORMA!",,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,428",6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKET OVER VIDEO,https://www.crunchbase.com/organization/market-over-video,Video,"Bogotá, Distrito Especial, Colombia",Market Over Video,"461,041",Latin America,,Active,,,,,,,For Profit,,,,,,,,,Market Over Video was founded by Camilo Triana.,,,,,,,,,,,,,,"Media and Entertainment, Video",1.0,Camilo Triana,,1.0,Seed,2011-09-05,24913.0,EUR,35201.0,Seed,24913.0,EUR,35201.0,Seed,24913.0,EUR,35201.0,24913.0,EUR,35201.0,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA CESTERIA,https://www.crunchbase.com/organization/la-cesteria,"Food and Beverage, Food Processing, Organic Food","Medellín, Antioquia, Colombia",La Cesteria is a  Health Food  Company.,"461,087",Latin America,,Active,,,,,,,For Profit,https://lacesteria.co/,https://twitter.com/lacesteriaco,,,,,,,"La Cestería is the first healthy market for memberships in Colombia, where you find all the healthy brands you love at the best prices and in one place !.",,,,,,,,,,,,,,Food and Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,482",7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBIJOB,https://www.crunchbase.com/organization/mobijob,"Apps, Market Research, Mobile Apps","Manizales, Caldas, Colombia",Mobijob is a mobile app that allows brands to conduct market research through users.,"461,201",Latin America,,Active,2016-01-01,year,,,,,For Profit,http://www.mobijob.co/,,,https://www.linkedin.com/company/mobijob,,,,,"Mobijob is a mobile app that allows brands to conduct market research through users. It also allows sending notifications requesting help for different jobs, allowing users to earn extra money. The mobile app was founded in 2016 and is based in Colombia.",,,,,,,,,,,,,,"Apps, Data and Analytics, Design, Mobile, Software",,,11-50,1.0,,2016-01-26,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Wayra,,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"491,604",53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VELAIO,https://www.crunchbase.com/organization/velaio,"Cloud Computing, Information Technology, Software","Cali, Valle del Cauca, Colombia",VELAIO is a software factory that provides information technology services.,"461,726",Latin America,,Active,2006-01-01,day,,,,,For Profit,https://www.velaio.com/,https://twitter.com/velaio,https://www.facebook.com/velaio/,https://www.linkedin.com/company/velaio,,57(2) 5241133,,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"492,157",142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUNNY,https://www.crunchbase.com/organization/funny,"Big Data, Reservations, Tourism","Popayán, Cordoba, Colombia",It is a startup that collects and promotes the best plans according to the interests of users to spend free time in the city.,"461,840",Latin America,Less than $1M,Closed,2016-04-04,day,,,2017-06-01,month,For Profit,http://www.funny.com.co,,https://www.facebook.com/funnycolombia,https://www.linkedin.com/company/funny-colombia,company@funny.com.co,(301)592-4518,2,,"It is a startup that collects and promotes in citizens the best plans of adventure, culture, sport, party and gastronomy to spend free time at home or in the city; Where it is possible to quickly find, spread and book activities to share the best experiences with friends in the different value propositions of establishments and particular activities of the city. Users can also share information about traditional, non-commercial or exclusive activities of the city and for this information to obtain some points to make payments of the products / services that Funny offers",,,,,,,,,,,,,,"Data and Analytics, Events, Media and Entertainment, Travel and Tourism",1.0,Adolfo Gómez,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"492,276",10.0,10.0,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATRACK,https://www.crunchbase.com/organization/satrack,"Fleet Management, Logistics, Software","Medellín, Antioquia, Colombia","Satrack offers logistic, transportation, fleet management, information technology and IT solutions.","462,173",Latin America,Less than $1M,Active,1994-01-01,year,,,,,For Profit,https://www.satrack.com.co/,https://twitter.com/SatrackColombia,https://www.facebook.com/SatrackColombia,https://www.linkedin.com/company/satracksas/,mercadeo@satrack.com,+57-320-889-9930,,,,,,,,,,,,,,,,,"Software, Transportation",,,251-500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"492,625",37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FABRICA NACIONAL DE GRASAS S.A. (FANAGRA),https://www.crunchbase.com/organization/fabrica-nacional-de-grasas-s-a-fanagra,"Bakery, Food Processing","Cota, Cundinamarca, Colombia",Fabrica Nacional de Grasas S.A. ((FANAGRA) specializes in vegetable oils and fats for the bakery segment.,"462,991",Latin America,,Active,1981-01-01,year,2014-07-10,day,,,For Profit,,,,,,,,,Fanagra SA manufactures vegetable oils and fats for the bakery industry. The company also provides edible oils and bakery margarines using palm oil as main raw material.,,,,,,,,,,,,,,Food and Beverage,,,101-250,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Fabrica Nacional de Grasas S.A. (FANAGRA) acquired by AAK,https://www.crunchbase.com/acquisition/aak-acquires-fabrica-nacional-de-grasas-s-a-fanagra--eadfc7da,AAK,https://www.crunchbase.com/organization/aak,2014-07-10,day,,,,Acquisition,,Private,,,,,,,,,,,,,,,"493,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRINTU COLOMBIA,https://www.crunchbase.com/organization/printu-colombia,"E-Commerce, Internet","Bogotá, Distrito Especial, Colombia",Plataforma en línea que permite imprimir material publicitario desde su computador y recibirlo a domicilio.,"463,798",Latin America,Less than $1M,Active,2015-01-01,year,,,,,For Profit,http://www.printu.co/,https://www.twitter.com/printucolombia,https://www.facebook.com/printu,,,,1,,,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"494,309",48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMAME.CO,https://www.crunchbase.com/organization/sumame-co,"Crowdfunding, Financial Services, FinTech, Funding Platform, Lending","Bogotá, Distrito Especial, Colombia", Sumame.co is Colombian Collective Funding Platform.,"464,704",Latin America,,Active,,,,,,,For Profit,http://www.sumame.co,https://twitter.com/sumamecolombia,https://www.facebook.com/pg/sumame.co,,hola@sumame.co,,,," Sumame.co is Colombian Collective Funding Platform, Collaborative Financing, crowdfunding, financing for innovative social and creative projects.",,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"495,258",16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROALNET,https://www.crunchbase.com/organization/proalnet,"Analytics, CMS, Consulting, Enterprise Resource Planning (ERP), Information Technology, Software","Cali, Valle del Cauca, Colombia","Proalnet provides technological solutions for industrial production processes as well as for analytics, mobile, training and installation.","464,937",Latin America,Less than $1M,Active,1988-01-01,year,,,,,For Profit,https://proalnet.com/,https://twitter.com/Proalnet,https://www.facebook.com/Proalnet/,https://www.linkedin.com/company/proalnet/,contact@proalnet.com,+57 316 834 8300,,,,,,,,,,,,,,,,,"Data and Analytics, Information Technology, Professional Services, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"495,502",34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTREARQUITECTOS,https://www.crunchbase.com/organization/entrearquitectos,Education,"Bogotá, Distrito Especial, Colombia","Online community of architects, provides professional education services for architects and other services.","465,812",Latin America,,Active,2020-12-01,day,,,,,For Profit,https://www.entrearquitectos.com,https://twitter.com/enarquitectos,https://www.facebook.com/somos.entreArquitectos,https://www.linkedin.com/company/68636845/admin/,contacto@entrearquitectos.com,+573144526971,,,,,,,,,,,,,,,,,Education,1.0,Nicolás Quintero,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"496,413",34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISECLAR,https://www.crunchbase.com/organization/diseclar,"Furniture, Manufacturing, Recycling","Cali, Valle del Cauca, Colombia","Diseclar manufactures and designs furniture with unique designs for outdoor use that looks like wood, made from recycled plastic and plant","466,907",Latin America,$1M to $10M,Active,2014-01-01,year,,,,,For Profit,http://www.diseclar.com/,https://twitter.com/diseclar,https://www.facebook.com/Diseclar,,ventas@diseclar.com,+57 321 8025520,1,,"Diseclar manufactures and designs furniture with unique designs for outdoor use that looks like wood, made from recycled plastic and plant fiber, ensuring a more durable product and friendly to the environment. We manufacture furniture: chairs, benches, tables, Asoleadoras, railings, hand rails, pergolas and decks with unique designs for indoor and outdoor use: Appearance wood, made from recycled plastic and plant fiber. Ensuring a more durable and environmentally friendly product. We mitigate environmental pollution by reusing plastic waste. We mitigate deforestation replacing wood for our product.",,,,,,,,,,,,,,"Consumer Goods, Manufacturing, Sustainability",1.0,Juan Suarez,11-50,1.0,Seed,2015-05-11,,,,Seed,,,,Seed,,,,,,,Chivas Venture,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"497,550",25.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMESQUAD,https://www.crunchbase.com/organization/homesquad,Messaging,"Bogotá, Distrito Especial, Colombia",HomeSquad provides a trusted cleaning professionals and improving the working conditions of the domestic service industry.,"467,289",Latin America,,Active,2015-04-28,day,,,,,For Profit,https://homesquad.co,https://twitter.com/HomeSquad_co,https://www.facebook.com/homesquad.co/,https://www.linkedin.com/company/homesquad/about/,hola@homesquad.co,+57 350 2109530,5,,"HomeSquad is a Cleaning services for houses and offices. Enjoy your life, they take care of the work.",,,,,,,,,,,,,,"Information Technology, Internet Services, Messaging and Telecommunications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"497,942",24.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOINS,https://www.crunchbase.com/organization/ccoins,"Blockchain, Cryptocurrency, Trading Platform","Medellín, Antioquia, Colombia","Ccoins is a platform for buying, selling, and trading of a wide range of cryptocurrencies that is quick, easy, safe, and convenient.","467,724",Latin America,,Active,2017-06-21,day,,,,,For Profit,http://ccoins.io,https://twitter.com/ccoins_io,https://www.facebook.com/ccoins.io,https://www.linkedin.com/company/ccoinslabs,marketing@ccoins.io,,2,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments, Other, Payments, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"498,403",55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
