Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),School Type,School Program,Number of Enrollments,Number of Founders (Alumni),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,G2 Stack - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),School Method
Yumit,https://www.crunchbase.com/organization/yumit,"File Sharing, Internet, Mobile Apps, Restaurants, Social Media","Santiago, Region Metropolitana, Chile",Yumit is a social web service that enables users to share food content such as pictures and information with their friends and followers.,"207,093",Latin America,$1M to $10M,Active,2010-01-10,day,,,,,For Profit,http://yumit.com,http://twitter.com/yumit,https://www.facebook.com/yumitcom/,,alwaysopen@yumit.com,,4,,Yumit is a social web service to instantly share what you are about to eat and where with your friends and followers.,,,,,,,,,,,,,,"Apps, Food and Beverage, Internet Services, Media and Entertainment, Mobile, Software",1,Jorge Díaz,1-10,2,Seed,2011-01-10,40000,USD,40000,Grant,50000,EUR,71694,Seed,50000,EUR,71694,111694,USD,111694,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"221,014",13,,,4,,,,,,,,
CAP,https://www.crunchbase.com/organization/cap-s-a,Mining,"Las Condes, Region Metropolitana, Chile",CAP Group is the main producer of iron ores and pellets on the American Pacific coast.,"207,292",Latin America,,Active,1946-01-01,year,,,,,For Profit,http://www.cap.cl,https://twitter.com/cap_cl,https://www.facebook.com/GrupoCAP.cl/,https://www.linkedin.com/company/cap-s.a./,,(56-2) 2818 6000,10,,,,,,,,,,,,,,,,Natural Resources,,,5001-10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"221,223",54,,,,,,,,,,,
OrganizaMe,https://www.crunchbase.com/organization/organizame,"Financial Services, FinTech, Small and Medium Businesses","Viña Del Mar, Valparaiso, Chile",OrganizaMe is a cash flow management mobile application developed for primarily for business purposes.,"207,954",Latin America,Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://organizame.cl/,http://twitter.com/Organizame,http://www.facebook.com/organizame.chile,,contacto@organizame.cl,+56976685939,,,"OrganizaMe is a cash flow management mobile application developed for business purposes. It allows users to record, manage, analyze, and identify cash flows in a daily, monthly, and an annual basis. It also consists of options to check actual and projected balances, accounts receivables, accounts payables, collection and progress payments, charting documents, and more. In addition to that, a user can also manage a portfolio of scanned invoices, enable notifications, and also utilize electronic invoicing for business transactions.",,,,,,,,,,,,,,"Financial Services, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"221,937",54,,,,,,,,,,,
OONi,https://www.crunchbase.com/organization/ooni,"Gaming, Social Network, Video Games","Santiago, Region Metropolitana, Chile",OONi is a community gaming network.,"208,312",Latin America,$1M to $10M,Active,2011-09-01,day,,,,,For Profit,http://www.oonigames.com,,https://www.facebook.com/games,,info@oonigames.com,,2,,"OONi is a community gaming network. It is based on a virtual world where players choose a tribe and create a personal avatar to anonymously play and connect with others. Interactions are based on building communities and playing games, from browsers or mobile devices.",,,,,,,,,,,,,,"Gaming, Internet Services",,,1-10,1,Seed,2012-11-08,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"222,330",,,,,,,,,,,,
Kuotus,https://www.crunchbase.com/organization/kuotus,"Leisure, Tourism, Travel","Santiago, Region Metropolitana, Chile",Kuotus makes it possible to sell tours and activities the same way flights and accommodation are sold.,"208,333",Latin America,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://www.kuotus.com,http://twitter.com/Kuotus,,http://www.linkedin.com/company/kuotus,info@kuotus.com,,,,"Kuotus makes it possible to sell tours and activities the same way flights and accommodation are sold. It's a reservation management system for local tour providers that also connects them in real time with multiple sales channels, be it online travel outlets or hotels and hostels",,,,,,,,,,,,,,"Community and Lifestyle, Travel and Tourism",3,"Beatriz Cardona, Dan Beaulieu, Gonzalo Lopez",1-10,1,Seed,2012-04-10,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"222,351",9,,,,,,,,,,,
VoxPop,https://www.crunchbase.com/organization/voxpop-2,"Information Services, Innovation Management, Journalism","Santiago, Region Metropolitana, Chile",Voxpop is a start up that aim to innovate the way of exchanging information joining grassroots journalism and professional journalism,"208,758",Latin America,,Active,2015-02-01,day,,,,,For Profit,http://voxpop.cl,,,,fabio@voxpop.cl,,1,,"VoxPop is a tool created for media outlets willing to create a deeper interaction with their public, engaging them through a question/answer mechanism. We give to journalists the possibility to collect newsworthy material and relevant stories. From everyone. From everywhere. VoxPop step-by-step: - A media creates a short video introducing a topic and question users about it. - The 'video-question' is spread through the media channels. - People involved with the topic can provide a short 'video-answer'. - The video-answers are shown by the media according to different standards. - Media gets the correct geolocation and time of the videos collected. Our goal is to foster grassroots information while providing to the media a way to generate valuable videos without the hassle of verifying location, time and source. VoxPop is a way to refresh an old journalistic practice and adapt it to the new generation of communicators, while fostering job opportunities within newsrooms.",,,,,,,,,,,,,,"Content and Publishing, Information Technology, Media and Entertainment, Professional Services",2,"Davide Mancini, Fabio Capoferri",1-10,1,Seed,2015-02-25,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"222,800",,,,,,,,,,,,
AMS,https://www.crunchbase.com/organization/ams-dc26,"Banking, Information Technology, Marketing","Providencia, Region Metropolitana, Chile",AMS is an information technology company that specializes in tecno-digital optimization and transformation.,"209,234",Latin America,,Active,2009-01-01,year,,,,,For Profit,https://www.ams.asicom.cl/,https://twitter.com/AsicomMobile,https://www.facebook.com/Asicom-Mobile-Solutions-49874346809/,https://www.linkedin.com/company/asicom-mobile-solutions,ams@asicom.cl,56 2 25990241,,,"AMS is an information technology company that specializes in tecno-digital optimization and transformation. The company also provides Mobile Marketing, Mobile Banking, Mobile Tickets, and Platinum Integration Solutions. They also delivering services to the financial, banking, commercial and all organizations that demand a high volume of transactions and processes AMS was founded in 2009 and is based in Providencia, Chile.",,,,,,,,,,,,,,"Financial Services, Information Technology, Lending and Investments, Sales and Marketing",,,11-50,1,,2015-12-18,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Wayra,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"223,311",48,,,,,,,,,,,
Needish,https://www.crunchbase.com/organization/needish,"Communities, Information Technology, Internet, Internet of Things, Marketplace, Social Media, Web Development","Las Condes, Region Metropolitana, Chile",Needish is a marketplace for services integrated as a social network that enables people to find solutions to their needs.,"209,557",Latin America,,Active,2007-07-01,day,2010-06-24,day,,,For Profit,http://www.groupon.cl,http://twitter.com/needish,https://www.facebook.com/groupon.chile,,oskar@needish.com,+56 2 2754 3700,3,,"Needish is a marketplace for services integrated as a social network that enables people to find solutions to their needs.   Friends and interested users are notified of Needs. Company claims law of attraction is one reason for posting Needs, as the API permits sharing those Needs all over the place.",,,,,,,,,,,,,,"Commerce and Shopping, Community and Lifestyle, Information Technology, Internet Services, Media and Entertainment, Software",2,"Daniel Undurraga, Oskar Hjertonsson",501-1000,1,M&A,2007-12-15,500000,USD,500000,Angel,500000,USD,500000,Angel,500000,USD,500000,500000,USD,500000,,,,,Was Acquired,Needish acquired by Groupon,https://www.crunchbase.com/acquisition/groupon-acquires-needish--6b414030,Groupon,https://www.crunchbase.com/organization/groupon,2010-06-24,day,,,,Acquisition,,Private,,,,,,,,,,,,,,,"223,667",32,2,"33,417",8,,,,,,,,
ev-social,https://www.crunchbase.com/organization/ev-social,"Analytics, Business Intelligence, SEO, Social Media, Social Media Management, Test and Measurement","Santiago, Region Metropolitana, Chile","ev-social is a social media analytics firm specialized in business intelligence, social media management, and ROI measurement platforms.","210,305",Latin America,,Active,2011-06-01,day,,,,,For Profit,http://www.ev-social.com,http://twitter.com/evsocial,,,newbiz@ev-social.com,,,,"Ev-social is a business intelligence, social media management (SMSS), social media analytics and ROI measurement platform focusing on the North American and Latin American market. In 2011, Ev-social was accepted into the Startup Chile tech accelerator until 2012.",,,,,,,,,,,,,,"Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing",,,1-10,1,Seed,2011-07-14,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"224,478",1,,,7,,,,,,,,
InfoRemate,https://www.crunchbase.com/organization/inforemate,"Information Services, Property Management, SaaS","Santiago, Region Metropolitana, Chile",Inforemate is a SaaS platform that gives you the information you need to purchase foreclosed properties at judicial auction,"210,634",Latin America,Less than $1M,Active,2014-01-01,year,,,,,For Profit,http://www.inforemate.cl/,,,,,,,,"Inforemate is a SaaS platform that gives you the information you need to purchase foreclosed properties at judicial auctions, breaking the monopoly on information and giving you the ability to purchase your next property at below market value.",,,,,,,,,,,,,,"Information Technology, Real Estate, Software",3,"Gonzalo Irarrazaval, Gonzalo Rojas, Pedro Allende",1-10,1,Seed,2014-06-01,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"224,834",,,,,,,,,,,,
WITOI,https://www.crunchbase.com/organization/witoi,"Business Information Systems, E-Commerce","Santiago, Region Metropolitana, Chile","Witoi.com is the first mall social online in LATAM, where the people can build a free store an start to sales in a few minutes.","211,466",Latin America,,Active,2012-01-01,year,,,,,For Profit,http://witoi.com,http://twitter.com/witoicom,https://www.facebook.com/witoi,,contacto@witoi.com,+56 (02) 2638 64 58,,,"Witoi.com is the first mall social online in LATAM, where the people can build a free store an start to sales in a few minutes.",,,,,,,,,,,,,,"Commerce and Shopping, Information Technology",4,"Alvaro Jara, Juan Guillermo Amézquita, Pedro Buron, Richard Galvez",11-50,1,Seed,2012-04-05,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"225,735",3,,,8,,,,,,,,
Ripley,https://www.crunchbase.com/organization/ripley,"Banking, Credit, Financial Services, Shopping Mall","Santiago, Region Metropolitana, Chile","Ripley is a Chilean department store, financial services, and shopping malls management company.","212,459",Latin America,,Active,,,,,,,For Profit,http://www.ripley.cl/,https://twitter.com/RipleyChile,https://www.facebook.com/ripleychile,,,600 520 2020,10,,,,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Lending and Investments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"226,818",47,4,"5,220",16,,,,,,,,
Helleroy,https://www.crunchbase.com/organization/helleroy,"Audio, Consumer Electronics, Hardware, Software, Sports","Santiago, Region Metropolitana, Chile",Amplify the moment.,"212,825",Latin America,,Active,2014-01-01,year,,,,,For Profit,http://www.helleroy.com/,,http://www.facebook.com/helleroy,,,,,,We're a startup working on building high-quality ultraportable audio systems for extreme situations.,,,,,,,,,,,,,,"Consumer Electronics, Hardware, Media and Entertainment, Music and Audio, Software, Sports",1,Martin Ahe,,1,Seed,2014-06-01,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"227,211",1,,,,,,,,,,,
Coasin Chile SA,https://www.crunchbase.com/organization/coasin-chile-sa,"Data Center, Information Services, Information Technology, Virtualization","Las Condes, Region Metropolitana, Chile",Coasin provides information and communication technology outsourcing services and solutions.,"213,326",Latin America,,Active,1966-01-01,day,2018-05-15,day,,,For Profit,http://www.coasin.cl/,,,https://www.linkedin.com/company/coasin/,,+56 2 410 8000,,,"Coasin provides information and communication technology outsourcing services and solutions. It offers data center and virtualization, and desktop virtualization solutions; mobility solutions, which include mobile sales platform solutions, logistics management systems for stores, and mobility solutions for service/utility companies; information security information security solutions, including identification, people management, and logical access solutions; and unified collaboration and communication products and services. The company also provides traceability and asset management solutions; communication solutions, which include connectivity, corporate wireless, IP MPLS backbone, corporate Internet platform, and optical network solutions; retail solutions, such as multiservice kiosk, POS/self checkout/vending machine, store software platform, retailer software, centralized management, POS for secure payment, digital signage, RFID, and warehouse management system solutions; and technological solutions for banking and finance sectors. ",,,,,,,,,,,,,,"Hardware, Information Technology, Software",,,1001-5000,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Coasin Chile SA acquired by Logicalis,https://www.crunchbase.com/acquisition/logicalis-acquires-coasin-chile-sa--20cb2272,Logicalis,https://www.crunchbase.com/organization/logicalis,2018-05-15,day,,,,Acquisition,,Private,,,,,,,,,,,,,,,"227,755",26,,,,,,,,,,,
EmbedStore,https://www.crunchbase.com/organization/embedstore,E-Commerce,"Santiago, Region Metropolitana, Chile",Embedstore is an internet store already filled with goods which you can add to your website in just 5 minutes.,"213,446",Latin America,Less than $1M,Active,2013-01-01,year,,,,,For Profit,http://embedstore.com,http://twitter.com/EmbedStore,,,,,,,Embedstore is an internet store already filled with goods which you can add to your website in just 5 minutes.,,,,,,,,,,,,,,Commerce and Shopping,1,Andrew Sheludenkov,11-50,1,Seed,2013-03-26,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"227,894",10,,,3,,,,,,,,
Acid Labs,https://www.crunchbase.com/organization/acid-labs-2,"E-Commerce, Enterprise Software, Incubators, Mobile Apps, Mobile Payments, Retail Technology, Software, Web Development","Santiago, Region Metropolitana, Chile",Acid Labs is a technology company that offers a range of end-to-end software development and design solutions.,"213,617",Latin America,,Active,2006-12-01,month,,,,,For Profit,http://www.acid.cl/,https://twitter.com/acidlabs_io,https://www.facebook.com/acid.cl,https://www.linkedin.com/company/1126165,contacto@acid.cl,+56229462106,10,,"Acid Labs is a technology company that offers a range of end-to-end software development and design solutions. The company offers expertise to the sectors of retail software, tailor-made and enterprise e-commerce, lever CRM setups, and scaling sales through design and technology.  Acid Labs was founded in 2006 and is based in Santiago, Region Metropolitana.",,,,,,,,,,,,,,"Apps, Commerce and Shopping, Financial Services, Hardware, Lending and Investments, Mobile, Payments, Software",2,"Carlos Contreras, Gert Findel",51-100,1,Seed,2006-12-10,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"228,078",81,8,,20,,,,,,,,
ADIKTIVO,https://www.crunchbase.com/organization/adiktivo,"E-Commerce, Fashion, Online Portals, Shopping","Santiago, Region Metropolitana, Chile",Aggregator of Online Fashion Stores,"214,226",Latin America,,Active,2014-04-17,day,,,,,For Profit,http://www.adiktivo.com,http://twitter.com/adiktivo,http://www.facebook.com/adiktivo,,,+57 317 6564473,,,"Adiktivo is platform that aggregates different fashion commerce sites in a single place. helping online shoppers to easily discover fashion products that they will love, either in style or price. We do this by connecting technologically with the online stores and by recommending products that meet the shopper personal style",,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Internet Services",3,"Andres Vasquez, Jorge Gallego, Ronald Angel",1-10,1,Seed,2014-06-01,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"228,738",14,,,6,,,,,,,,
Frontierre,https://www.crunchbase.com/organization/frontierre,Tourism,"Santiago, Region Metropolitana, Chile","Frontierre is something that is not explored … yet. The last and farthermost limit of knowledge or settlement beyond which lies the vast,","214,401",Latin America,,Closed,2011-01-01,year,,,,none,For Profit,http://www.frontierre.com,,,,info@frontierre.com,,,,"Frontierre is something that is not explored … yet. The last and farthermost limit of knowledge or settlement beyond which lies the vast, wild and unknown. Frontierre is the new found land for the first-comers and adventurous. This is what Frontierre is all about- your springboard into new ventures, experiences, friendships and alliances across distances and cultures. Frontierre is the new found land of social eMarket, connecting travellers and Travel and Tourism organisations and powered by the two forces: social network and eMarket. With our family and friends scattered all over the world, we have long dreamt of a consolidated web platform that will make it possible to plan the entire travel, including places to stay and visit, in one go. To get to see and meet local people and explore local tourism opportunities. To share the experiences with our old friends and keep connections with the new ones that we meet on our journeys. To get inspired, and importantly, to connect to service providers directly to get better deals surpassing the intermediaries and language barriers. Equally the T&T industry is seeking to improve and increase direct contact with their customers, as well as direct booking and marketing. To streamline their information and channel it towards their guests, uplift and maintain customer loyalty and satisfaction. Reach out to new audiences. Ultimately- to get closer and more social with travellers. On Frontierre travellers and T&T organisations and businesses are equals in their social interaction with each other, pursuing the common goal of discovering and providing better, unique travel deals and opportunities. The vision is to have all sorts of T&T organisations onboard – national tourism organisations and consulates, hotels, B&Bs and hostels, restaurants and cafes, museums and clubs, local guides and global travel guide services and databases interacting casually and socially with various travellers. Frontierre is all about direct information sharing and connectivity in the pursuit of global travelling and tourism.",,,,,,,,,,,,,,Travel and Tourism,1,Natalia Nilsson,51-100,1,Seed,2011-11-23,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"228,935",6,,,1,,,,,,,,
Upsocl,https://www.crunchbase.com/organization/upsocl,Digital Entertainment,"Santiago, Region Metropolitana, Chile","Upsocl is an entertainment media company, specializing in social content worthy of being shared and reaching over 50MM monthly uniques.","215,139",Latin America,$1M to $10M,Active,2013-11-01,day,,,,,For Profit,http://www.upsocl.com,http://www.twitter.com/upsocl,http://www.facebook.com/upsocl,https://www.linkedin.com/company/upsocl-com,info@upsocl.com,,1,,,,,,,,,,,,,,,,Media and Entertainment,,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"229,731",50,,,22,,,,,,,,
QuantumX,https://www.crunchbase.com/organization/quantumx,,"Santiago, Region Metropolitana, Chile",Buildinig modular platforms based on blockchain technology for the financial markets,"216,622",Latin America,,Active,,,,,,,For Profit,http://www.quantum-x.io,,,http://linkedin.com/company/quantum-corp,info@quantum-x.io,,,,,,,,,,,,,,,,,,,,,11-50,1,,2020-09-21,,,,Convertible Note,,,,,,,,,,,Plug and Play,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"231,339",22,,,,,,,,,,,
Copper3D,https://www.crunchbase.com/organization/copper3d,"Biotechnology, Medical Device, Nanotechnology","Santiago, Region Metropolitana, Chile",Copper3D is a nanotechnology company that specializes in the development of antibacterial nanomaterials for the AM industry.,"216,648",Latin America,,Active,2017-01-01,year,,,,,For Profit,https://copper3d.com,https://twitter.com/Copper3D_Global,https://www.facebook.com/pg/Copper3D,https://www.linkedin.com/company/copper3d,contact@copper3d.com,,,,"Copper3D is a biotechnology and nanotechnology company that specializes in the development of antibacterial nanomaterials for the AM industry. It focuses on nanomaterials, 3D printing, nanotechnology, additive manufacturing, and biotechnology. The company was founded in 2017 and headquartered in Santiago, de Chile.",,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Andrés Acuña Velásquez, Claudio Soto Angelo, Daniel Martínez Pereira",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"231,369",33,,,,0,5,,"Rubber and plastic goods; packing, stopping and insulating materials",,,,
paOnde,https://www.crunchbase.com/organization/paonde,"Apps, Mobile, Mobile Apps","Santiago, Region Metropolitana, Chile","paOnde is a mobile application that enables its users to find the places they want to go out to eat, drink, or have a good time.","216,962",Latin America,,Active,2012-01-01,year,,,,,For Profit,http://paonde.com,http://twitter.com/paOnde,http://www.facebook.com/paOnde,,contacto@paOnde.com,+56 2 638 61 76,,,"paOnde is an easy and fast way to find exactly the place you want to go out to eat, drink or just have a good time. And not just some place, but the best rated one around you. With paOnde, you will never be bored at home not knowing where to go!",,,,,,,,,,,,,,"Apps, Mobile, Software",1,Matias Castro,1-10,1,Seed,2013-02-14,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"231,711",5,,,,,,,,,,,
Innovand,https://www.crunchbase.com/organization/innovand,"Data Visualization, Innovation Management, Software","Santiago, Region Metropolitana, Chile",We are a small group of people who love technology and the way it help us all in our everyday life! Our group consists of engineers who,"217,333",Latin America,,Active,1984-01-01,day,,,,,For Profit,http://www.innovand.io,,,,contact@innovandio.com,+56 (9) 75154348,,,"We are a small group of people who love technology and the way it help us all in our everyday life! Our group consists of engineers who like solving interesting and defying problems, coding and discussing new ideas. In particular, despite being a somewhat young group.",,,,,,,,,,,,,,"Data and Analytics, Design, Information Technology, Professional Services, Software",2,"Andreas Eiselt, Gabriel Oberreuter",1-10,1,Seed,2013-02-12,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"232,116",,,,,,,,,,,,
FreshWater Solutions,https://www.crunchbase.com/organization/freshwater-solutions,"Consumer, Water","Santiago, Region Metropolitana, Chile",FreshWater Solutions is a self-sustaining technology that produces drinkable water from the air helping families on water scarce sites.,"218,024",Latin America,,Active,2015-01-01,year,,,,,For Profit,http://www.freshwatersolutions.org,https://twitter.com/FreshWaterCL,https://www.facebook.com/FreshWatercl,https://www.linkedin.com/company/freshwatercl/about/,,,,,FreshWater Solutions is a self-sustaining technology that produces drinkable water from the air helping families on water scarce sites.,,,,,,,,,,,,,,"Natural Resources, Other",1,Hector Ignacio Pino Opazo,1-10,1,Seed,2018-04-14,,,,Seed,,,,Seed,,,,,,,Chivas Venture,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"232,851",32,,,,,,,,,,,
Fibras Andinas Chile,https://www.crunchbase.com/organization/fibras-andinas-chile,"Fashion, Manufacturing, Product Design","Santiago, Region Metropolitana, Chile",Fibras Andinas Chile is exporter of luxury camelid fibers of premium quality.,"218,614",Latin America,,Active,2009-01-01,year,,,,,For Profit,http://www.fibrasandinas.com,http://twitter.com/fibrasandinas,,,info@fibrasandinas.com,+56 58 327132,,,Fibras Andinas Chile is an innovative business concept introducing luxurious yarns and rovings made of ultrafine llama fibers to a high end market of hand knitters and spinners around the world.,,,,,,,,,,,,,,"Clothing and Apparel, Design, Manufacturing",2,"Isabel Paz, Jorge Carpio",1-10,1,Seed,2011-11-29,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"233,499",7,,,9,,,,,,,,
Mysterio,https://www.crunchbase.com/organization/mysterio,"Apps, iOS, Software","Viña Del Mar, Valparaiso, Chile",MYSTERIO is solving the problem of app discovery in a unique way. Mysterio is building a better way to effortlessly find fantastic iOS,"219,350",Latin America,,Active,2011-11-01,day,,,,,For Profit,http://myster.io,http://twitter.com/helloMysterio,http://www.facebook.com/helloMysterio,,,,,,MYSTERIO is solving the problem of app discovery in a unique way. Mysterio is building a better way to effortlessly find fantastic iOS apps. We've asked our intrepid team of recommendation rabbits to suggest apps while we work behind the scenes.,,,,,,,,,,,,,,"Apps, Mobile, Platforms, Software",1,Allan Smithee,1-10,1,Seed,2012-03-07,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"234,280",7,,,5,,,,,,,,
GoRest Software,https://www.crunchbase.com/organization/gorest-software,Software,"Santiago, Region Metropolitana, Chile",GoRest Software is engaged in the software industry.,"221,564",Latin America,,Active,,,,,,,For Profit,http://www.gorest.cl,,,,info@gorest.cl,(56-9)76592858,,,GoRest Software is engaged in the software industry. It is invested in by Start-Up Chile.,,,,,,,,,,,,,,Software,,,,1,Seed,2012-11-26,40000,USD,40000,Seed,40000,USD,40000,Seed,40000,USD,40000,40000,USD,40000,Start-Up Chile,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"236,677",3,,,,,,,,,,,
TuTanda,https://www.crunchbase.com/organization/tutanda,"Collaboration, E-Commerce, Finance, Financial Services, Social Media","Santiago, Region Metropolitana, Chile","TuTanda is a page that allows you to batch among your friends, family or colleagues.","221,613",Latin America,Less than $1M,Active,2012-08-01,day,,,,,For Profit,http://www.tutanda.com,http://twitter.com/tutandaoficial,http://www.facebook.com/tutandaoficial,http://www.linkedin.com/company/tutanda,info@tutanda.com,,1,,"TuTanda is a collaborative finance social network that allows users to fulfill their dreams. TuTanda also offer access to smart shopping, through the platform where you can buy in payments without interest and without credit card.",,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Internet Services, Media and Entertainment, Other",4,"Alvaro Parrague, Felipe Parrague, Olivers De Abreu, Rodrigo Bustamante",1-10,1,Seed,2014-03-01,25000,USD,25000,Seed,25000,USD,25000,Seed,25000,USD,25000,25000,USD,25000,NXTP Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,"236,729",12,,,,,,,,,,,
